title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Energy-Efficient Enhancement for the Prediction-Based Scheduling Algorithm for the Improvement of Network Lifetime in WSNs,https://onlinelibrary.wiley.com/doi/10.1155/2021/9601078,7,Research Article,Wiley,2021,"In wireless sensor networks, due to the restricted battery capabilities of sensor nodes, the energy issue plays a critical role in network efficiency and lifespan. In our work, an upgraded long short-term memory is executed by the base station to frequently predict the forecast positions of the node with the help of load-adaptive beaconing scheduling algorithm. In recent years, new technologies for wireless charging have offered a feasible technique in overcoming the WSN energy dilemma. Researchers are deploying rechargeable wireless sensor networks that introduce high-capacity smartphone chargers for sensor nodes for charging. Nearly all R-WSN research has focused on charging static nodes with relativistic routes or mobile nodes. In this work, it is analysed how to charge nondeterministic mobility nodes in this work. In this scenario, a new mechanism is recommended, called predicting-based scheduling algorithm, to implement charging activities. In the suggested technique, it directs them to pursue the mobile charger and recharge the sensor, which is unique for the present work. The mobile charger will then choose a suitable node, utilizing a scheduling algorithm, as the charging object. A tracking algorithm based on the Kalman filter is preferred during energy transfer to determine the distance needed for charging between the destination node & mobile charger. Here, the collecting & processing of data are performed through the big data collection in WSNs. The R-WSN charging operations of nondeterministic mobility nodes will be accomplished using the proposed charging strategy.",none
An Energy-Aware Data Transmission Scheme under the Guarantee of Reliability for 3D WSNs,https://onlinelibrary.wiley.com/doi/10.1155/2020/8855073,1,Research Article,Wiley,2020,"Three-dimensional wireless sensor networks (3D WSNs) play an important role to provide data collection services for Internet of things (IoT) in the real applications. However, many of the existing WSN data collection researches are based on a relatively simple linear or plane network model. The three-dimensional space problems are simplified to two-dimensional plane, which limits the applicability. In this paper, the data collection in 3D WSN is studied. In the three-dimensional space, we firstly analyze the data loads, energy consumption, and end-to-end (E2E) delay of each node when the network is following the shortest path routing. The mathematical analysis of data loads and E2E delay of each node are presented. Based on the analysis of data loads and energy consumption, an energy-ware data transmission scheme is proposed to achieve the trade-off optimization between the E2E delay and network lifetime under the guarantee of the transmission reliability. The key point of the proposed scheme is to make fully use of the unbalanced energy consumption of the 3D WSN. The performance of the proposed scheme is discussed, analyzed, and evaluated. The theoretical analysis and simulation results show that the E2E network delay and energy efficiency can be improved under the constraint of transmission reliability.",none
Artificial Intelligence and Internet of Things-Based Leak Detection Method for the Water Supply Network,https://onlinelibrary.wiley.com/doi/10.1155/2023/3443047,2,Research Article,Wiley,2023,"The good management and safe operation of the urban water supply network are of great significance to residents’ lives and industrial production. In view of the difficulties in supervision and leakage location of the urban water supply network, based on the technology of Internet of things and artificial intelligence algorithm, a leakage detection method of the urban water supply network is proposed. First of all, low-power, low-cost terminal detection equipment and gateway monitoring equipment are developed for remote data transmission through WiFi or cellular data networks. The data organization, storage, release and control are realized by using the data center software platform. Second, the leakage location model of the water supply network is established by using remote pressure monitoring data, and the accurate location of pipe network leakage is realized. Based on ALO and PSO optimization algorithms, the water supply network in an industrial area of a city in China is solved. Finally, the performance of the two optimization algorithms is compared and analyzed. The results show that the designed intelligent monitoring system of the water supply network can monitor the pipe network well. In addition, on the problem of leakage detection, the ALO algorithm is superior to the PSO algorithm in terms of optimization ability and search efficiency. The leakage monitoring method of water supply networks proposed in this study can provide a reference for the design and management of urban water supply networks.",none
A survey on green unmanned aerial vehicles-based fog computing: Challenges and future perspective,https://onlinelibrary.wiley.com/doi/10.1002/ett.4603,2,SURVEY ARTICLE,Wiley,2022,"In the area of unmanned aerial vehicles (UAVs) and the Internet of Things (IoT), enormous technological advancement has transformed the way we choose to live. UAVs link everything in the modern world, and it is an attractive area for academia to focus on. UAVs are proven to be a boon for the whole world as it provides flying services in critical and medical emergencies. UAVs are futuristic technology that enriches human needs by providing numerous benefits or services to proceed toward the smart world. In UAV-assisted traditional networks, multiple sensors and flying nodes consume a lot of energy resources, and Fifth Generation (5G)/Beyond 5G enabled devices to excrete high radiations, which may cause damage to our environment as well as our society. So, it is very important to maintain a balance between the environment and modern technologies for a better lifestyle. To maintain this, many steps need to be put further to reduce the energy consumption of nodes, consume fewer data resources, and encourage effective energy-use techniques. Green UAV-based fog computing is a promising solution to balance environmental issues and provide energy-efficient data computation and aerial to ground network communication for building an intelligent world with improved Quality of Services (QoS). This article provides a comprehensive survey on green technologies and applications for UAV-Fog. We also highlight research issues, current challenges, lessons learned, and the future direction of the UAV-Fog network.",none
FAPRP: A Machine Learning Approach to Flooding Attacks Prevention Routing Protocol in Mobile Ad Hoc Networks,https://onlinelibrary.wiley.com/doi/10.1155/2019/6869307,19,Research Article,Wiley,2019,"Request route flooding attack is one of the main challenges in the security of Mobile Ad Hoc Networks (MANETs) as it is easy to initiate and difficult to prevent. A malicious node can launch an attack simply by sending an excessively high number of route request (RREQ) packets or useless data packets to nonexistent destinations. As a result, the network is rendered useless as all its resources are used up to serve this storm of RREQ packets and hence unable to perform its normal routing duty. Most existing research efforts on detecting such a flooding attack use the number of RREQs originated by a node per unit time as the threshold to classify an attacker. These algorithms work to some extent; however, they suffer high misdetection rate and reduce network performance. This paper proposes a new flooding attacks detection algorithm (FADA) for MANETs based on a machine learning approach. The algorithm relies on the route discovery history information of each node to capture similar characteristics and behaviors of nodes belonging to the same class to decide if a node is malicious. The paper also proposes a new flooding attacks prevention routing protocol (FAPRP) by extending the original AODV protocol and integrating FADA algorithm. The performance of the proposed solution is evaluated in terms of successful attack detection ratio, packet delivery ratio, and routing load both in normal and under RREQ attack scenarios using NS2 simulation. The simulation results show that the proposed FAPRP can detect over 99% of RREQ flooding attacks for all scenarios using route discovery frequency vector of sizes larger than 35 and performs better in terms of packet delivery ratio and routing load compared to existing solutions for RREQ flooding attacks.",none
Detection and Counter Measure of Packet Misrouting by GPS-Free Positioning of Ad-Hoc Nodes,https://onlinelibrary.wiley.com/doi/10.1155/2023/1029875,none,Research Article,Wiley,2023,"The ad-hoc networks are a developing area of research with a large and wide variety of applications and related requirements. The nodes participating in an ad-hoc network use different routing protocols to send their packets from one node to another. But most of the time, the ad-hoc network is not suitable for urgent needs. For this, an ad-hoc network GPS-free positioning system can be used in emergency situations to save people in danger. Nodes participating in an ad-hoc network choose the best route from various nodes near them to send information through the complex system. For this, we have used trust dynamic source routing (TDSR) in our research work to determine and design the best route to transmit information, and we designed this system with the aim of being able to be used in emergencies. We have compared our proposed routing protocols with dynamic source routing (DSR) and found out that TDSR is working excellent.",none
Enhanced clustering based routing protocol in vehicular ad-hoc networks,https://onlinelibrary.wiley.com/doi/10.1049/els2.12069,2,ORIGINAL RESEARCH,Wiley,2023,"A vehicular ad-hoc network (VANET) is derived from a mobile ad-hoc network that is a part of less infrastructure network design. Vehicular communication in VANET can be achieved using vehicle-to-infrastructure (V2I) and vehicle-to-vehicle (V2V) communication. A vehicle communicates with other vehicles through onboard units while communicating with roadside units in an infrastructure mode. Secure clustering is required for the communication between nodes in the whole network. The fundamental problem with the VANET is the instability of the network that occurs due to vehicles' mobile nature, which decreases the network's efficiency. This research proposes an enhanced cluster-based lifetime protocol ECBLTR that focuses on maximising the network's stability of routing and average throughput. The Sugeno model fuzzy inference system is used for assessing the cluster head (CH) that takes residual energy, local distance, node degree, concentration, and distance from the base station as input parameters. Our enhanced routing protocol shows that the proper channel model with an efficient routing protocol enhances the link throughput of the VANET for fixed network size. Our results show an efficient selection method of CH through the fuzzy system and a 10% increase in network lifetime. Furthermore, performance evaluation also demonstrates the impact of network sizes and routing protocols on packet delivery ratio and packet loss, average end-to-end delay, and overhead transmission.",none
A new fast k-nearest neighbor classification algorithm in cognitive radio networks based on parallel computing,https://onlinelibrary.wiley.com/doi/10.1002/cpe.6027,1,RESEARCH ARTICLE,Wiley,2020,"The field of telecommunication has undergone a very rapid technological evolution, which has forced researchers to find techniques that allow better exploitation of hardware and software. Among the proposed technologies, cognitive radio, a concept that was designed after several technologies such as software radio. Cognitive radio has been widely used for opportunistic access of the shared spectrum and has defined the cognitive nodes by their ability to intelligently adapt the environment to achieve specific objectives through advanced techniques. In this context, clustering techniques were adopted in cognitive radio networks (CRNs) due to their great advantages especially for routing. In this article, we propose a parallel mode of the k-NN algorithm. The aim is to make a fast assignment of radio nodes in CRNs organized in the form of clusters. The obtained results are very satisfactory because we have been able to reduce to about 50% the execution time of the basic algorithm (sequential).",none
A Deep Learning-Based Power Control and Consensus Performance of Spectrum Sharing in the CR Network,https://onlinelibrary.wiley.com/doi/10.1155/2021/7125482,11,Research Article,Wiley,2021,"The cognitive radio network (CRN) is aimed at strengthening the system through learning and adjusting by observing and measuring the available resources. Due to spectrum sensing capability in CRN, it should be feasible and fast. The capability to observe and reconfigure is the key feature of CRN, while current machine learning techniques work great when incorporated with system adaption algorithms. This paper describes the consensus performance and power control of spectrum sharing in CRN. (1) CRN users are considered noncooperative users such that the power control policy of a primary user (PU) is predefined keeping the secondary user (SU) unaware of PU’s power control policy. For a more efficient spectrum sharing performance, a deep learning power control strategy has been developed. This algorithm is based on the received signal strength at CRN nodes. (2) An agent-based approach is introduced for the CR user’s consensus performance. (3) All agents reached their steady-state value after nearly 100 seconds. However, the settling time is large. Sensing delay of 0.4 second inside whole operation is identical. The assumed method is enough for the representation of large-scale sensing delay in the CR network.",none
Resource Scheduling Based on Unequal Clustering in Internet of Things,https://onlinelibrary.wiley.com/doi/10.1155/2022/1810704,none,Research Article,Wiley,2022,"Resource scheduling in a fair and efficient manner is a significant challenge in the Internet of Things. Although unequal clustering is an effective technique for alleviating the “energy holes” problem in multihop communication, resource scheduling based on unequal clustering is scarcely conducted. In the present study, a new resource scheduling based on unequal clustering in the Internet of Things (RSUC) is proposed. In RSUC, unequal clustering and multihop routing are considered, and the “energy holes” problem is alleviated effectively. RSUC includes resource scheduling of intracluster communication and intercluster communication. In resource scheduling of intracluster communication, according to the threshold of the number of cluster members, the cluster heads (CHs) recycle resources of failed nodes. In resource scheduling of intercluster communication, CHs in the different layers based on transmission chain obtain different sending and receiving time slots. In RSUC, CHs that are near the base station (BS) have fewer intracluster communication time slots and more intercluster communication time slots. Clusters that are further away from the BS end intercluster communication earlier and enter into intracluster communication instead of waiting for all CHs to complete intercluster communication. The simulation results reveal that RSUC significantly increases the network throughput and reduces the energy consumption of the Internet of Things.",none
A novel energy optimization framework to enhance the performance of sensor nodes in Industry 4.0,https://onlinelibrary.wiley.com/doi/10.1002/ese3.1657,none,ORIGINAL ARTICLE,Wiley,2024,"Industry 4.0 is a term used to refer to the fourth industrial revolution, characterized by the introduction of new technologies, such as the Internet of Things, Big Data, and artificial intelligence (AI). As the number of connected devices in industrial settings grows, energy optimization of such sensors becomes increasingly essential. This paper proposes an energy optimization framework for sensor nodes in Industry 4.0. The framework is based on energy efficiency, energy conservation, and energy harvesting principles. It is designed to optimize the energy consumption of sensor nodes while maintaining their performance. The framework includes dynamic power management, scheduling, and harvesting techniques to reduce energy consumption while maintaining performance. In addition, the framework provides a comprehensive approach to energy optimization, including advanced analytics and AI to predict energy consumption and optimize energy use. The proposed model reached 96.93% sensitivity, 91.36% false discovery rate, 11.28% false omission rate, 90.12% prevalence threshold, and 91.24% threat score. The proposed framework is expected to improve the performance of sensor nodes in Industry 4.0, enabling increased efficiency and cost savings.",none
QoS metrics modeling and analysis for neighborhood area network in smart grid applications,https://onlinelibrary.wiley.com/doi/10.1002/tee.22442,2,Paper,Wiley,2017,"Recently, planning and designing of smart-grid (SG) neighborhood area network (NAN) communication architecture has drawn wide attention of researchers. In order to establish an SG NAN scheme satisfying the requirement, a quality of service (QoS) metric is a critical demand. However, there are few studies on the implementation of an efficient QoS metric model. In this paper, we propose an innovative QoS metric model for SG NAN design. By exploring the natural characteristics of SG messages in many applications, we choose the reliability and latency of a message as the most important criteria and implement the QoS curve for evaluating the performance of any candidate communication scheme. In addition, we present the evaluation model for QoS metrics of multiple SG services in NAN. Compared to other existing QoS methods, our model is easy to use and helps to reduce the time and cost in the planning and designing of a NAN for SG. Simulation and analysis results indicate good agreement with our proposed QoS model. © 2017 Institute of Electrical Engineers of Japan. Published by John Wiley & Sons, Inc.",none
Machine learning-based clustering protocols for Internet of Things networks: An overview,https://onlinelibrary.wiley.com/doi/10.1002/dac.5487,none,RESEARCH ARTICLE,Wiley,2023,"The Internet of Things (IoT) continues to expand the current Internet, opening the door to a wide range of novel applications. The increasing volume of the IoT requires effective strategies to overcome its challenges. Machine Learning (ML) has led to a growing technology that enables computers to solve problems without the need for knowledge of their intricate details. Over the past years, various ML techniques have been used to efficiently manage IoT networks. Clustering is a technique that has proven its performance in the networking domain. Many works in the literature have studied ML-based clustering methods for IoT networks, including their main properties, characteristics, underlying technologies, and open issues. In this paper, we focus on topology-centered ML-based clustering protocols for IoT networks. Specifically, we investigate the potential benefits of adopting the clustering approach to address several IoT challenges. Moreover, we provide a comprehensive taxonomy of ML-based clustering algorithms for IoT networks. Finally, we statistically analyze the incorporation of ML techniques for clustering in various IoT systems and highlight the related open issues.",none
A systematic survey on internet of things: Energy efficiency and interoperability perspective,https://onlinelibrary.wiley.com/doi/10.1002/ett.4166,31,SPECIAL ISSUE ARTICLE,Wiley,2020,"With the provision of rapid advancement in smart devices used in various technological fields exponentially increases the heterogeneity and energy consumption in internet of things (IoT). The technological leap in information and communication technology instigates the heterogeneity in smart devices, frameworks, architectures, communication technologies, and various industrial and nonindustrial applications. Therefore, a detailed taxonomy of IoT is proposed covering the diverse aspect of IoT lacking interoperability and energy efficiency. Existing research lacks the root causes of heterogeneity and energy consumption at the industrial and technological level. Keeping this in view, our research identified industrial integration and technological challenges. Moreover, we explore the effect on IoT devices when different types of energy harvesters are connected with IoT devices. Our comprehensive research addresses the various issues such as resource management, fog data analytics, energy consumption, heterogeneity, scalability, and the role of quality of service, data science, machine learning to accomplish interoperability and energy efficiency in IoT.",none
Bringing intelligence to Edge/Fog in Internet of Things-based healthcare applications: Machine learning/deep learning-based use cases,https://onlinelibrary.wiley.com/doi/10.1002/dac.5484,none,RESEARCH ARTICLE,Wiley,2023,"Internet of things and smart medical applications are deeply changing the way healthcare is delivered worldwide. A typical Internet of Things (IoT)-based eHealth system includes medical sensors for data collection, access network to transmit data, and Cloud servers for data processing and storage. Machine learning/deep learning (ML/DL) have proven to be a powerful tool for data classification, disease prognosis, and diagnosis and even medication prescription. ML/DL models need a large amount of data and significant computational and storage capacities especially for the training phase. Deploying ML/DL algorithms in the Cloud can be effectively done due to the processing and storage power of Cloud data centers. However, it raises many issues related to the availability, latency, energy consumption, bandwidth, security, and privacy. Recently, there is a growing interest to run as much processing as possible nearer the data sources, in the Edge, to compensate the Cloud-based solutions limitations. In this paper, we propose to investigate the benefits of using IoT, ML/DL, and Edge Computing to enhance healthcare applications. Then, we are going to review the main approaches and trends for executing ML/DL in the Edge, to give their benefits and limitations, and draw finally conclusions about existing research issues.",none
Sensor Duty Cycle for Prolonging Network Lifetime Using Quantum Clone Grey Wolf Optimization Algorithm in Industrial Wireless Sensor Networks,https://onlinelibrary.wiley.com/doi/10.1155/2021/5511745,5,Research Article,Wiley,2021,"The application of industrial wireless sensor networks (IWSNs) frequently appears in modern industry, and it is usually to deploy a large quantity of sensor nodes in the monitoring area. This way of deployment improves the robustness of the IWSNs but introduces many redundant nodes, thereby increasing unnecessary overhead. The purpose of this paper is to increase the lifetime of IWSNs without changing the physical facilities and ensuring the coverage of sensors as much as possible. Therefore, we propose a quantum clone grey wolf optimization (QCGWO) algorithm, design a sensor duty cycle model (SDCM) based on real factory conditions, and use the QCGWO to optimize the SDCM. Specifically, QCGWO combines the concept of quantum computing and the clone operation for avoiding the algorithm from falling into a local optimum. Subsequently, we compare the proposed algorithm with the genetic algorithm (GA) and simulated annealing (SA) algorithm. The experimental results suggest that the lifetime of the IWSNs based on QCGWO is longer than that of GA and SA, and the convergence speed of QCGWO is also faster than that of GA and SA. In comparison with the traditional IWSN working mode, our model and algorithm can effectively prolong the lifetime of IWSNs, thus greatly reducing the maintenance cost without replacing sensor nodes in actual industrial production.",none
Long short-term memory-based power-aware algorithm for prompt heterogenous activity,https://onlinelibrary.wiley.com/doi/10.1002/dac.5163,1,RESEARCH ARTICLE,Wiley,2022,"Human–computer interaction plays a vital role in wireless body area networks, internet of things, and big data. Wearables are low-power devices with minimal battery capacity. In general, wearables suffer from energy losses due to changes in the user's body posture, diffraction, reflection, and shadowing of the human body. As a result, many control packets are needed to ensure proper communication in wireless body area network. Hence, this research proposes a long short-term memory-based power-aware (LSTM-PA) algorithm to ensure burst data transmission during prompt heterogeneous activities in the presence and absence of inter-WBAN interference. The proposed algorithm predicts the best quality time (BQT) for data transmission by activity classification and robust R2 similarity (RRS) metric. The minimum transmission power is estimated by the critical point classification technique. The activity classification accuracy is 92% in the LSTM-PA algorithm. The energy consumption in the node is reduced by up to 46.34% compared to benchmark algorithms.",none
"Conceptualizing smart city applications: Requirements, architecture, security issues, and emerging trends",https://onlinelibrary.wiley.com/doi/10.1111/exsy.12753,56,SURVEY ARTICLE,Wiley,2021,"The emergence of smart cities and sustainable development has become a globally accepted form of urbanization. The epitome of smart city development has become possible due to the latest innovative integration of information and communication technology. Citizens of smart cities can enjoy the benefits of a smart living environment, ubiquitous connectivity, seamless access to services, intelligent decision making through smart governance, and optimized resource management. The widespread acceptance of smart cities has raised data security issues, authentication, unauthorized access, device-level vulnerability, and sustainability. This article focuses on the holistic overview and conceptual development of smart city. Initially, the work discusses the smart city idea and fundamentals explored in various pieces of literature. Further various smart city applications along with notable implementations, are put forth to understand the quality of living standards. Finally, the article depicts a solid understanding of different security and privacy issues, including some crucial future research directions.",none
