title,link,number_of_citation,article_type,publisher,publication_date,abstract,keyword
Maximising network lifetime and energy efficiency of wireless sensor network using group search Ant lion with Levy flight,https://onlinelibrary.wiley.com/doi/10.1049/iet-com.2018.5778,6,Research Article,Wiley,2020,"Wireless sensor network (WSN) is one of the emerging techniques, providing pervasive computing for different implementations. Some of the renowned problems in WSN are energy consumption, as well as, the extension of network lifetime. Moreover, cluster head (CH) selection is one of the essential criteria since it has direct communication with the base station. Several researchers are in progress in designing the energy-efficient model. However, the problems are not yet rectified completely, which leads to the poor performance of WSN. This study intends to maximise the lifetime of the WSN by introducing an efficient CH selection algorithm. The CH selection is a crucial step that aids in improving the energy efficiency and network lifetime of a WSN. This study proposes a hybrid optimisation process named group search ant lion with Levy flight for choosing the CH in WSN. The proposed model is compared to the conventional models such as genetic algorithm, particle swarm optimisation, artificial bee colony, group search optimisation, ant lion optimisation and cuckoo search. The outcome of the simulation result shows the superiority of the proposed model by prolonging the lifetime of the network.",none
Construction of Wireless Sensor Network Video Surveillance System for Multimedia Classroom Education and Teaching under 5G Communication Network,https://onlinelibrary.wiley.com/doi/10.1155/2022/6385391,5,Research Article,Wiley,2022,"Research on wireless sensor network video surveillance system is a hot field of media classroom education and teaching. Based on the 5G communication network theory, this paper constructs a wireless sensor network video monitoring system for multimedia classroom education and teaching, systematically analyzes the new distance education model under the condition of the integration of the two networks, and improves the interactive live classroom education model. For the classroom teaching mode, the model studies the isochronous transmission technology of data collection and video encoding and decoding, adopts hardware compression encoding, integrates key technologies such as reliable multicast and conditional access, and proposes the design of the system scheme, which solves the problem of multimedia classroom education and teaching digital issues. During the simulation process, the MATLAB software platform was used to study the effect of the number of 5G communication network nodes and node attributes (such as node position, node perception angle, instantaneous perception direction, or direction difference between neighboring nodes, node speed, etc.) on the target area or target point. The experimental results show that the performance of the joint optimization of transmission video quality and network lifetime performs well under multipath conditions. The total utility under multipath finally converges to 8.3, while the single path finally converges to 6.5, which further promotes the real-time performance of the multimedia network classroom teaching system.",none
Energy-efficient task allocation with quality of service provisioning for concurrent applications in multi-functional wireless sensor network systems,https://onlinelibrary.wiley.com/doi/10.1002/cpe.3107,8,Research Article,Wiley,2013,"Multi-functional wireless sensor network (WSN) system is a new design trend of WSNs, which are evolving from dedicated application-specific systems to an integrated infrastructure that supports the execution of multiple concurrent applications. Such system offers inherent advantages in terms of cost and flexibility because it allows the effective utilization of available sensors and resource sharing among multiple applications. However, sensor nodes are very constrained in resources, mainly regarding their energy. Therefore, the usage of such resources needs to be carefully managed, and the sharing with several applications imposes new challenges in achieving energy efficiency in these networks. In order to exploit the full potential of multi-functional WSN systems, it is crucial to design mechanisms that effectively allocate tasks onto sensors so that the entire system lifetime is maximized while meeting various application requirements. However, it is likely that the requirements of different applications cannot be simultaneously met. In this paper, we present the Multi-Application Requirements Aware and Energy Efficiency algorithm as a new resource allocation heuristic for multi-functional WSN system to maximize system lifetime subject to various application requirements. The heuristic effectively deals with different quality of service parameters (possibly conflicting) trading those parameters and exploiting heterogeneity of multiple WSNs. Copyright © 2013 John Wiley & Sons, Ltd.",none
A classy energy efficient spider monkey optimization based clustering and data aggregation models for wireless sensor network,https://onlinelibrary.wiley.com/doi/10.1002/cpe.7492,1,RESEARCH ARTICLE,Wiley,2022,"Establishment of energy efficient and reliable data routing in wireless sensor network (WSN) is one of the most critical and challenging task in the recent days. Also, the overall performance and lifetime of WSN is highly depends on the energy level of sensor nodes, hence it is most essential to save the energy of network. For this purpose, the different types of clustering and data aggregation mechanisms are developed in the conventional works, which are focusing on improving both the energy conservation and lifetime of network. Yet, it facing the challenges of increased computational complexity, inefficient routing of data, high controlling overhead, and reduced reliability. Thus, the proposed work objects to develop a novel energy efficient mechanism by integrating the functionalities of advanced clustering, path selection, and data aggregation methodologies. Here, the spider monkey optimization based energy efficient routing protocol is developed for optimally selecting the cluster head (CH) based on certain parameters of energy, distance, and weight value. In this framework, the data transmission is performed between the source to destination nodes through the relay nodes and CHs, which helps to minimize the energy consumption of network. Then, the Classy Bellman-Ford algorithm is deployed for identifying the best paths having shortest distance with the sink nodes. Consequently, an anticipated data aggregation mechanism is utilized for ensuring the security and reliability of data transmission in WSN. For evaluation assessment, various performance metrics have been utilized to validate the results of proposed methodology, and also the obtained values are compared with some other recent state-of-the-art models for proving the betterment of proposed mechanism.",none
Multiwinner Voting for Energy-Efficient Mobile Sink Rendezvous Selection in Wireless Sensor Network,https://onlinelibrary.wiley.com/doi/10.1155/2022/8245306,10,Research Article,Wiley,2022,"Recent studies have demonstrated the advantage of applying mobile sink to prevent the energy-hole problem and prolong network lifetime in wireless sensor network. However, most researches treat the touring length constraint simply as the termination indicator of rendezvous point selection, which leads to a suboptimal solution. In this paper, we notice that the optimal set of rendezvous points is unknown but deterministic and propose to elect the set of rendezvous points directly with the multiwinner voting-based method instead of step-by-step selection. A weighted heuristic voter generation method is introduced to choose the representative voters, and a scoring rule is also well designed to obtain a satisfying solution. We also employ an iterative schema for the voting score update to refine the solution. We have conducted extensive experiments, and the results show that the proposed method can effectively prolong the network lifetime and achieve the competitive performance with other SOTA methods. Compared to the methods based on step-by-step selection, the proposed method increases the network lifetime by 23.2% and 10.5% on average under the balanced-distribution and unbalanced-distribution scenarios, respectively.",none
Energy efficient data dissemination in wireless sensor network enabled IoT using domain-adaptive message passing graph neural network,https://onlinelibrary.wiley.com/doi/10.1002/dac.5825,none,RESEARCH ARTICLE,Wiley,2024,"In the past few years, restricted wireless sensor networks (WSNs) enabled the Internet of Things (IoT) have attracted significant attention and expansion to enhance service delivery and resource efficiency. Dissemination is a service offered by WSN that uses radio transmission and over-the-air programming for updating the deployed sensor nodes through online. The centralized data dissemination methods are replaced by the distributed approaches because they affect the drawbacks of a single point of failure, no scalability, and insecurity. Therefore, an Energy Efficient Protocol for Data Dissemination in Wireless Sensor network-enabled IoT using Domain-Adaptive Message Passing Graph Neural Network (EEP-WSN-IoT-DMPGNN) is proposed in this paper. The nodes are formed as clusters utilizing the Deep Fuzzy Curriculum Clustering (DFCC) technique that rewards nodes belonging to a given cluster. By using the Crayfish Optimization Algorithm (COA), the Cluster Head (CH) selection optimally chose the ideal CH and satisfies the multiple objective functions, such as energy, delay, traffic density, and distance. Afterward, domain-adaptive Message Passing Graph Neural Network (DMPGNN) based routing protocol is developed, the input given to the routing protocol includes a sink, action history, future node, and maximum-distance node, which attains enhanced data transfer in the chosen path. The proposed technique attains a lower no. of dead nodes, lower energy consumption, and higher Network Lifetime while analyzed with existing techniques, such as routing technique depending on deep learning for effectual data transmission in 5G WSN communication (DL-RPDT-WSN), Reinforcement-Learning base energy effectual optimized routing protocol in WSN (RL-EERP-WSN), and Energy-efficient intellectual routing method for IoT-enabled WSN (EIR-IoT-WSN), respectively.",none
An enhanced bio-inspired energy-efficient localization routing for mobile wireless sensor network,https://onlinelibrary.wiley.com/doi/10.1002/dac.5803,none,RESEARCH ARTICLE,Wiley,2024,"Environmental disasters such as earthquakes, tsunamis, floods, and landslides disrupt natural resources, human casualties, and so on. Early warning and alert of such events will help for preparedness to avoid human and economic causalities. Managing a disaster or emergency scenario is a difficult endeavor. These episodes of mass devastation, whether caused by natural disasters or man-made disasters, result in massive losses of money, property, and lives as a result of inadequate response by the government and management authorities. As a result, actions must be taken to avoid these circumstances from occurring by discovering the causes of these catastrophes in advance and providing swift rescue procedures once the crisis happens. In a disaster situation, communication plays a vital role, and a lot of people turn towards it as a source of information conveyance/delivery for controlling the situation. Even these communication networks are damaged and incur tremendous losses during disasters. All the communication networks, including mobile wireless sensor networks (WSNs) deployed for communication, also suffer huge damage and face many challenges during disasters. Nature appears to deal with these issues well. WSN is inspired by several biological systems and processes that have intrinsically attractive properties such as adaptation, self-organization, and self-healing. In this paper, we proposed an enhanced bio-inspired energy-efficient localization (EBEEL) routing for Mobile WSN. The main focus of the proposed EBEEL algorithm is to overcome the challenges faced by peer-existing routing protocols such as data aggregation, limited bandwidth, scalability, data redundancy, energy consumption, packet drops, load balancing, and Quality of Service (QoS).",none
Reinforcement learning movement path for multiple mobile sinks in wireless sensor networks,https://onlinelibrary.wiley.com/doi/10.1002/dac.5402,none,RESEARCH ARTICLE,Wiley,2022,"Mobile sink nodes play a very active role in wireless sensor network (WSN) routing. Because hiring these nodes can decrease the energy consumption of each node, end-to-end delay, and network latency significantly. Therefore, mobile sinks can soar the network lifetime dramatically. Generally, there are three movement paths for a mobile sink, which are as follows: (1) Random/stochastic, (2) controlled, and (3) fixed/ predictable/predefined paths. In this paper, a novel movement path is introduced as a fourth category of movement paths for mobile sinks. This path is based on deep learning, so a mobile sink node can go to the appropriate region that has more data at a suitable time. Thereupon, WSN routing can improve very much in terms of end-to-end delay, network latency, network lifetime, delivery ratio, and energy efficiency. The new proposed routing suggests a reinforcement learning movement path (RLMP) for multiple mobile sinks. The network in the proposed work consists of a couple of regions; each region can be employed for a special purpose, so this method is hired for any application and any size of the network. All simulations in this paper are done by network simulator 3 (NS-3). The experimental results clearly show that the RLMP overcomes other approaches by at least 32.48% in the network lifetime benchmark.",none
An efficient energy consumption and delay aware autonomous data gathering routing protocol scheme using a deep learning mobile edge model and beetle antennae search algorithm for underwater wireless sensor network,https://onlinelibrary.wiley.com/doi/10.1002/cpe.6946,none,RESEARCH ARTICLE,Wiley,2022,"Underwater wireless sensor network (UWSN) is used to monitor the compactness of ocean surveillance, marine and harsh underwater environment. In this article, an efficient energy consumption and delay aware autonomous data gathering routing protocol (ADGRP) scheme based on deep learning (dl) mobile edge model (mem) and beetle antennae search algorithm (BASA) for UWSN is proposed to overcome above problems. ADGRP is used to gather more data from the underwater environment by the use of the autonomous underwater vehicle (AUV). DL-MEM is used to increase the network life time. Then the deep learning parameters are optimized by using BAS. The objective function is “to increase the efficiency and lifetime of network by decreasing the energy consumptions and delay.” The simulation process is carried out in MATLAB site. The proposed ADGRP-DL-MEM-BASA provides lower energy consumption 20.83%, 34.66%, 18.03%, 20.92%, 22.34%, lower energy drop 7.85%, 23.94%, 17.93%, 21.93%, 31.94% is compared with the existing energy-efficient probabilistic depth-based routing (EEPDBR-UWSN), ordered contention MAC (OCMAC-UWSN), Q-learning based energy-efficient and void avoidance routing protocol for underwater acoustic sensor networks (QL-EEBDG-UWSN), energy-efficient depth-base opportunistic routing along Q-learning for underwater wireless sensor networks (EDORQ-UWSN), channel-aware reinforcement learning-based multipath adaptive routing for underwater wireless sensor networks (CARMA- EE-UWSN) respectively.",none
Design of efficient location-based multipath self-adaptive balancer router using particle swarm optimization in wireless sensor network,https://onlinelibrary.wiley.com/doi/10.1002/dac.5060,1,RESEARCH ARTICLE,Wiley,2022,"The power sensor terminals control in wireless sensor network (WSN) communicate within a small number of its radio range. As a branch operating based on the cluster routing protocol, it has proven to be effective in network topology management, energy reduction, and path connection link quality of the path. Location-based clusters are categorized into member nodes and group/cluster heads (CHs). The CH election process increases the overhead of the network. The processing and energy limitations of the nodes are considered for the CH election process. The allocation of system resources is the major issue in the area of networks. In this work, the proposed multipath self-adaptive balancer routing-based particle swarm optimization (MLBAR-PSO) achieves load balancing by means of the link quality of the route and the calculated average latency and reliability of the path. In this way, different trust values are set in each category. The forwarding node value is the value of each node based on the weight value, which is calculated based on the energy ratio of the node and the distance between the hiding node and the target node. Particle swarm optimization (PSO) selects the head cluster from a specific location within the cluster to enable other nodes to interact with the CH without spending energy. Also, the algorithm is used to find the optimal path for the base station and significantly increases the energy to reduce the distance and delay over the lifetime of the network.",none
Blockchain-enabled joint trust (RF-AOA-HTSA) algorithm-based multiobjective clustering protocol for wireless sensor network,https://onlinelibrary.wiley.com/doi/10.1002/cpe.7860,none,RESEARCH ARTICLE,Wiley,2023,"In this article, blockchain-enabled hybrid Red Fox optimization and arithmetic optimization approach-based cluster head selection along Hazelnut tree search algorithm (HTSA)-based optimal trust path selection is proposed to secure data transmission at wireless sensor network. The proposed BC-Hyb-RF-AOA-HTSA-WSN method consists of two phases: (i) to find optimum cluster head (CH) and (ii) to find optimal trust path. Firstly, hybrid Red Fox optimization approach and arithmetic optimization algorithm are employed to select cluster head accurately. After CH selection, HTSA is used to find trust route from several routes, which is finalized optimally with the joint trust that depends on trust parameters. Finally, blockchain is provided with optimized, carefully chosen trust routes for communication. The proposed BC-Hyb-RF-AOA-HTSA-WSN method is activated in NS2 tool. The proposed technique achieves lesser delays of 98.38%, 92.34%, and 97.45%, better delivery ratios of 89.34%, 83.12%, and 88.96%, and lower packet drops of 91.25%, 79.90%, and 92.88% compared with the existing techniques, such as BC-FA-ROA-WSN, BC-RDA-WSN, and BC-HRDSS-WSN.",none
Wireless Sensor Network Cluster Head Selection and Short Routing Using Energy Efficient ElectroStatic Discharge Algorithm,https://onlinelibrary.wiley.com/doi/10.1155/2022/8429285,15,Research Article,Wiley,2022,"Wireless sensor networks attract so much attention in current IoT-enabled industrial and domestic applications having either homogeneous or heterogeneous sensors deployed to acquire information of intent. WSNs are designed to operate using self-powered sensor nodes as their choice of application is geographic critical. Such nodes must support energy efficiency so that network longevity becomes high. Cluster head selection plays a crucial stage in a WSN architecture which mainly focuses on the minimization of network energy consumption. It groups sensor nodes in such a way that a sophisticated network cluster is formed to have enhanced life time besides a low power consumption. A popular clustering technique, known as LEACH and its variants, is found to be energy efficient compared to its counterparts. The authors propose a novel fully connected energy efficient clustering (FCEEC) mechanism using the electrostatic discharge algorithm to establish a fully connected network with shortest path routing from sensor nodes (SNs) to cluster head (CH) in a multihop environment. The proposed electrostatic discharge algorithm (ESDA) enhances network life time while attaining energy efficient full connectivity between sensor nodes. As a result of ESD, the dead node count is reduced significantly so that the network longevity is increased. In the end, simulation results exhibited improved performance metrics such as energy efficiency, dead node count, packet delivery, and network latency compared to certain conventional CH selection approach.",none
Faulty node detection and recovery scheme for large-scale wireless sensor network using hosted cuckoo optimization algorithm,https://onlinelibrary.wiley.com/doi/10.1002/dac.5143,1,RESEARCH ARTICLE,Wiley,2022,"Large-scale wireless sensor networks (LS-WSNs) are used for collecting and monitoring the physical state of the environment. These networks are first sending information to the base station and then the recipient. LS-WSNs consist of several components, such as battery, sensor, transmitter, receiver and microcontroller circuits. If any one of these hardware components does not work properly, then the entire system will become faulty condition, resulting reducing network life and accuracy. To overcome these hardware node faults, this manuscript proposes an effective deep reinforcement learning (DRL)-adopted faulty node detection and recovery scheme (FND-RS) integrated with the hosted cuckoo-based optimal routing scheme for LS-WSNs. Here, the DRL process is utilized for noticing and recovering the hardware node fault on sensor. The major objective of this system is ‘to enhance the network life with least energy consumption and also enhance the accuracy of Large Scale Wireless Sensor Networks using hosted cuckoo optimization (HO-COA) algorithms’. The simulation is done in MATLAB. The experimental results shows that the proposed method attains lower overhead 15.65%, energy loss 21.62%, average packet delivery ratio 13.13%, energy efficiency 23.25%, network lifetime 19.12%, throughput 13.5%, time complexity 19.35% and lower delay 17.55% when compared to the existing methods, like FND-RS for LS-WSN in distributed intermittent fault diagnosis algorithm (NDR-WSN-DISFD), FND-RS for LS-WSN in harmony search algorithm (FNDR-WSN-HAS), FND-RS for LS-WSN in t-distribution-based satin bowerbird optimization (FNDR-WSN-t-DSBO), FND-RS for LS-WSN in optimal emperor penguin optimization (FNDR-WSN-OEPO) and FND-RS for LS-WSN in particle swarm optimization algorithm (FNDR-WSN-PSO) respectively.",none
Effective neighbor node discovery using improved Bayesian clock synchronization-gossip routing protocol in mobile low duty cycle wireless sensor network,https://onlinelibrary.wiley.com/doi/10.1002/cpe.6880,none,RESEARCH ARTICLE,Wiley,2022,"In wireless application, mobile low duty cycle wireless sensor network (MLDC-WSN) gained more attention among the researchers, because it includes advantages like growing node life, saving node power, and network reliability. However, the sleeping features and mobility of MLDC-WSN results in topology change that restricts the speed of neighbor node discovery. To highlight this concern, a novel routing protocol named as improved Bayesian clock synchronization-gossip routing protocol is proposed for an effective neighbor node discovery in MLDC-WSN. The proposed routing protocol reduces end-to-end delay, and clock drifts problems. Also, the proposed routing protocol improves the clock synchronization and captures the neighbor discovery nodes by identifying the next neighbor set in the next moment, due to the prediction of the distance and movement speed of neighbors. Simulation and analytical results showed that the proposed routing protocol superiorly decreases the end-to-end delay and energy consumption compared to the existing algorithms.",none
